date,ad_name,country,spend,impressions,clicks,installs
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,MM,636,18,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,NA,88,5,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,NP,1422,110,5,2
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,NI,5,1,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,NE,38,8,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,NG,3636,145,2,1
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,OM,0,1,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,PK,6664,477,12,5
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,PS,22,2,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,PG,875,30,1,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,PE,39,1,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,PH,4525,37,1,1
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,CG,379,4,1,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,RW,251,11,1,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,VC,31,3,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,SA,28,1,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,SN,494,12,1,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,SC,10,1,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,SL,1000,61,1,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,SB,152,7,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,SO,1216,39,3,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,ZA,725,20,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,SS,2046,55,3,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,LK,685,24,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,SR,129,6,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,SZ,69,11,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,SY,215,32,1,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,TJ,96,1,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,TZ,323,18,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,TH,21,1,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,TL,8,3,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,TG,6,1,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,TT,164,4,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,TN,189,7,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,TM,9,2,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,UG,76,5,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,AE,1,1,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,UZ,77,2,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,VU,216,3,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,VE,590,11,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,VN,37,2,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,YE,11,6,0,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,ZM,1513,53,2,
2026-06-28,Cardia_Global_Value_Install_280626_Diabetes_CAR_A7_UGC_H2_EN_clean,ZW,2175,72,4,
2026-06-28,Cardia_Roas_India_280626_Mass_CAR_A6_UGC_H2_EN_202606221322_clean,IN,59398,587,50,9
2026-06-28,Cardia_Roas_India_280626_Mass_CAR_A2_UGC_H1_EN_202606221042_clean,IN,84152,538,54,14
2026-06-28,Cardia_Roas_India_280626_Mass_CAR_A6_UGC_H1_EN_202606221143_clean,IN,48996,546,32,3
2026-06-28,Cardia_Roas_India_280626_Mass_CAR_A3_UGC_H2_EN_clean,IN,44604,685,24,2
2026-06-28,Cardia_Roas_India_280626_Mass_ Man_celebrating_World_Cup_goal_202606232334_clean,IN,65286,1131,44,18
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,AF,163,8,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,DZ,201,15,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,AO,998,6,1,1
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,AG,34,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,BH,14,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,BD,1212,25,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,BB,102,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,BZ,405,2,1,1
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,BJ,166,1,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,BW,66,6,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,BF,131,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,KH,295,5,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,CM,1162,5,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,CF,119,1,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,TD,1,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,CL,1325,4,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,CO,21,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,CR,230,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,CY,90,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,CD,109,3,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,DJ,61,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,EG,115,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,SV,44,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,ET,2867,42,4,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,FJ,115,3,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,GM,9,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,GH,1094,7,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,GL,11,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,GU,484,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,GW,0,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,GY,98,4,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,HT,162,2,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,HN,23,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,HK,133,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,ID,2511,12,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,IQ,444,13,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,CI,41,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,JM,168,1,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,JO,249,2,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,KZ,364,1,1,1
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,KE,469,11,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,KW,69,4,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,LB,24,3,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,LS,23,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,LR,1061,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,LY,87,6,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,MG,325,3,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,MW,450,4,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,MY,5517,12,2,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,MV,39,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,ML,58,3,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,MR,24,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,MU,42,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,MX,2129,15,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,MA,171,5,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,MZ,24,3,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,MM,24,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,NA,7,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,NR,17,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,NP,303,12,3,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,NE,288,3,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,NG,14822,88,8,3
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,OM,8,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,PK,488,26,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,PG,3,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,PE,283,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,PH,2940,27,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,PR,196,6,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,QA,19,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,CG,3,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,RW,38,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,VC,74,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,SA,305,10,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,SN,7,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,SL,14,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,SB,4,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,SO,1133,9,3,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,ZA,1572,21,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,SS,22,3,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,LK,451,4,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,SH,50,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,SR,9,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,SY,32,4,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,TJ,15,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,TZ,22,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,TL,10,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,TG,129,1,1,2
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,TT,59,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,TN,76,5,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,TR,501,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,UG,18,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,AE,51,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,US,5275,9,1,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,UY,904,2,1,1
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,VE,821,9,2,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,VN,1352,2,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,YE,3,1,0,
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,ZM,3189,18,3,1
2026-06-28,Cardia_Adr_Global_Value_Roas_280626_All,ZW,2369,4,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,AF,899,17,3,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,DZ,5275,32,6,
2026-06-28,Cardia_Global_Value_Roas_280626_All,AO,4876,11,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,AR,953,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,AM,1943,7,2,
2026-06-28,Cardia_Global_Value_Roas_280626_All,AZ,53,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,BH,157,2,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,BD,10694,96,9,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,BJ,120,3,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,BT,1818,4,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,BW,2301,15,2,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,BR,115,3,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,BF,1326,16,8,
2026-06-28,Cardia_Global_Value_Roas_280626_All,BI,2096,14,4,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,KH,449,6,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,CM,1594,11,2,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,KY,1824,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,CF,1685,4,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,TD,1175,8,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,CL,1117,3,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,CO,360,1,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,KM,285,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,CR,1445,2,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,CD,4498,22,7,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,DJ,2,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,DM,6,1,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,DO,2899,7,2,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,EC,10,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,EG,190,3,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,SV,998,5,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,ET,23702,190,36,4
2026-06-28,Cardia_Global_Value_Roas_280626_All,FJ,319,7,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,GA,24,2,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,GM,1,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,GE,530,4,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,GH,5488,24,9,
2026-06-28,Cardia_Global_Value_Roas_280626_All,GL,46,2,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,GD,0,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,GP,22,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,GT,616,2,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,GN,3393,20,8,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,GW,35,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,GY,64,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,HT,53,3,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,HN,532,2,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,HK,83,3,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,ID,2395,30,4,
2026-06-28,Cardia_Global_Value_Roas_280626_All,IQ,1499,26,5,2
2026-06-28,Cardia_Global_Value_Roas_280626_All,IL,982,3,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,CI,866,8,1,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,JM,276,2,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,JO,1182,5,3,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,KZ,436,1,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,KE,8204,39,6,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,KW,452,10,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,KG,525,5,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,LA,2051,2,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,LB,12,2,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,LS,71,6,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,LR,1390,7,2,
2026-06-28,Cardia_Global_Value_Roas_280626_All,LY,4668,13,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,MG,3304,23,6,
2026-06-28,Cardia_Global_Value_Roas_280626_All,MW,725,8,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,MY,2118,9,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,MV,536,3,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,ML,2055,12,4,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,MR,758,6,2,
2026-06-28,Cardia_Global_Value_Roas_280626_All,MU,2666,9,3,
2026-06-28,Cardia_Global_Value_Roas_280626_All,MX,8302,8,4,
2026-06-28,Cardia_Global_Value_Roas_280626_All,MN,100,5,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,MA,398,7,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,MZ,1674,5,2,
2026-06-28,Cardia_Global_Value_Roas_280626_All,MM,1194,8,2,
2026-06-28,Cardia_Global_Value_Roas_280626_All,NA,127,3,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,NP,1121,38,5,2
2026-06-28,Cardia_Global_Value_Roas_280626_All,NI,150,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,NE,12,3,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,NG,29467,212,39,2
2026-06-28,Cardia_Global_Value_Roas_280626_All,OM,27,2,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,PK,3830,69,9,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,PG,174,2,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,PE,7,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,PH,16943,55,15,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,PR,1100,6,1,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,QA,22,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,CG,1003,4,2,
2026-06-28,Cardia_Global_Value_Roas_280626_All,RW,20,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,VC,36,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,WS,5,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,SA,760,14,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,SN,55,5,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,SL,59,2,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,SO,2375,29,6,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,ZA,3278,38,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,KR,38,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,SS,462,7,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,LK,2219,16,4,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,SH,3,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,SR,144,4,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,SZ,1225,4,2,
2026-06-28,Cardia_Global_Value_Roas_280626_All,SY,2437,34,6,1
2026-06-28,Cardia_Global_Value_Roas_280626_All,TJ,230,4,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,TZ,116,6,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,TH,165,8,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,BS,1015,1,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,TL,338,4,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,TG,949,3,2,2
2026-06-28,Cardia_Global_Value_Roas_280626_All,TO,511,1,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,TT,41,2,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,TN,1097,9,2,
2026-06-28,Cardia_Global_Value_Roas_280626_All,TR,93,3,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,TM,1,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,UG,26,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,AE,216,6,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,US,5792,16,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,UY,1225,2,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,UZ,86,3,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,VU,83,1,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,VE,629,14,2,
2026-06-28,Cardia_Global_Value_Roas_280626_All,VN,45,22,0,
2026-06-28,Cardia_Global_Value_Roas_280626_All,YE,449,3,1,
2026-06-28,Cardia_Global_Value_Roas_280626_All,ZM,2749,22,6,
2026-06-28,Cardia_Global_Value_Roas_280626_All,ZW,448,5,2,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,AF,232,7,1,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,DZ,24,5,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,AS,7,1,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,BH,13,1,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,BD,5238,71,3,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,BJ,66,3,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,BT,14,5,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,BW,268,23,1,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,BR,1984,3,1,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,BI,342,6,1,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,KH,3798,3,1,1
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,CM,6276,12,2,1
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,CN,30,3,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,CO,175,3,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,CR,59,1,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,CD,447,3,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,EG,6,1,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,SV,11,2,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,ET,5759,34,5,1
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,FM,6,2,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,FJ,264,19,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,GA,8,1,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,GE,58,1,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,GH,627,19,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,GL,4,1,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,GT,125,2,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,GN,96,1,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,GY,393,3,1,2
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,HT,9,2,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,HN,391,1,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,HK,70,1,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,ID,489,18,1,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,IQ,71,5,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,CI,1194,2,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,KE,1248,16,0,
2026-06-28,Cardia_Global_Auto_Roas_260626_Diabetes_CAR_A7_UGC_H1_EN_clean,KI,73,4,0,
