date,ad_name,country,spend,impressions,clicks,installs
2026-06-21,Cardia_Adr_India_Install_Cpi_2162026_M_NewCreative,IN,477969,24963,459,151
2026-06-22,Cardia_Adr_India_Install_Cpi_2162026_M_NewCreative,IN,312239,18727,270,102
2026-06-22,Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean,IN,80101,4756,62,11
2026-06-22,Cardia_Adr_India_Install_Roas_230626_CAR_A2_UGC_H1_EN_202606221042_clean,IN,278,27,0,
2026-06-22,A/B-Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean,IN,2955,169,3,
2026-06-22,A/B-Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean - Copy,IN,2471,172,1,1
2026-06-22,Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H1_EN_202606221143_clean,IN,73996,6787,48,10
2026-06-22,Cardia_Adr_India_Install_Roas_230626_CAR_A4_UGC_H1_EN_202606221659_clean,IN,18422,1173,18,
2026-06-23,Cardia_Adr_India_Install_Cpi_2162026_M_NewCreative,IN,303102,14854,273,115
2026-06-23,Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean,IN,30940,1686,31,10
2026-06-23,Cardia_Adr_India_Install_Roas_230626_CAR_A2_UGC_H1_EN_202606221042_clean,IN,2680,107,3,
2026-06-23,A/B-Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean,IN,20839,899,34,10
2026-06-23,A/B-Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean - Copy,IN,20447,1067,33,14
2026-06-23,Cardia_Adr_India_Install_Bidding_230626_All_Normal_CreativeD_CAR_A6_UGC_H1_EN_202606221143_clean,IN,594,33,0,
2026-06-23,Cardia_Adr_India_Install_Bidding_230626_All_Normal_CreativeC_CAR_A4_UGC_H1_EN_202606221659_clean,IN,83,13,0,
2026-06-23,Cardia_Adr_India_Install_Bidding_230626_All_Normal_CreativeB_CAR_A6_UGC_H2_EN_202606221322_clean,IN,16,2,0,
2026-06-23,Cardia_Adr_India_Install_Bidding_230626_All_Normal_CreativeA_CAR_A2_UGC_H1_EN_202606221042_clean,IN,25,4,0,
2026-06-23,Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H1_EN_202606221143_clean,IN,162189,9395,340,63
2026-06-23,Cardia_Adr_India_Install_Roas_230626_CAR_A4_UGC_H1_EN_202606221659_clean,IN,47763,2962,73,15
2026-06-23,Cardia_Adr_US_Install_Short-Content_230626_Over50_All,US,29527,46,2,1
2026-06-23,Cardia_Adr_US_Install_M-Content_230626_Over50_All_230626_Over50_All,US,30607,43,0,
2026-06-23,Cardia_Adr_US_Install_LM-Content_230626_Over50_All,US,80862,106,0,
2026-06-23,Cardia_Adr_US_Install_M-Content_230626_Over50_All_230626_Over50_All - Copy,US,73192,79,1,
2026-06-23,Cardia_Adr_US_Install_Normal_230626_25-45_W_Content2,US,194211,235,8,3
2026-06-23,Cardia_Adr_US_Install_Adv_230626_18-44_All_Content3,US,207023,286,7,1
2026-06-24,Cardia_Adr_India_Install_Cpi_2162026_M_NewCreative,IN,407571,22332,417,193
2026-06-24,Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean,IN,11023,447,23,4
2026-06-24,Cardia_Adr_India_Install_Roas_230626_CAR_A2_UGC_H1_EN_202606221042_clean,IN,125,2,0,
2026-06-24,A/B-Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean,IN,19756,860,25,9
2026-06-24,A/B-Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean - Copy,IN,20483,946,31,14
2026-06-24,Cardia_Adr_India_Install_Bidding_230626_All_Normal_CreativeD_CAR_A6_UGC_H1_EN_202606221143_clean,IN,1061,69,0,
2026-06-24,Cardia_Adr_India_Install_Bidding_230626_All_Normal_CreativeC_CAR_A4_UGC_H1_EN_202606221659_clean,IN,1115,83,1,
2026-06-24,Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H1_EN_202606221143_clean,IN,148347,7188,352,34
2026-06-24,Cardia_Adr_India_Install_Roas_230626_CAR_A4_UGC_H1_EN_202606221659_clean,IN,83591,3390,190,30
2026-06-25,Cardia_Adr_India_Install_Cpi_2162026_M_NewCreative,IN,377286,19709,367,140
2026-06-25,Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean,IN,1533,55,4,
2026-06-25,A/B-Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean,IN,20319,1001,29,12
2026-06-25,A/B-Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean - Copy,IN,20408,855,40,13
2026-06-25,Cardia_Adr_India_Install_Bidding_230626_All_Normal_CreativeD_CAR_A6_UGC_H1_EN_202606221143_clean,IN,3,2,0,
2026-06-25,Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H1_EN_202606221143_clean,IN,120916,5383,302,46
2026-06-25,Cardia_Adr_India_Install_Roas_230626_CAR_A4_UGC_H1_EN_202606221659_clean,IN,118630,4553,270,49
2026-06-25,Cardia_US_Broad_Install_Volume_250626_1844_All_CAR_A1_UGC_H1_US_clean,US,61196,58,2,
2026-06-25,Cardia_US_Broad_Install_Volume_250626_1844_All_CAR_A2_UGC_H1_US_clean,US,22517,35,0,
2026-06-25,Cardia_US_Broad_Install_Volume_250626_1844_All_CAR_A4_UGC_H1_US_clean,US,480672,509,11,7
2026-06-25,Cardia_US_Broad_Install_Volume_260626_4566_All_CAR_A4_UGC_H2_US_clean,US,1682,1,0,
2026-06-26,Cardia_Adr_India_Install_Cpi_2162026_M_NewCreative,IN,383229,15654,357,139
2026-06-26,Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean,IN,2232,80,4,3
2026-06-26,Cardia_Adr_India_Install_Roas_230626_CAR_A2_UGC_H1_EN_202606221042_clean,IN,105,3,0,
2026-06-26,A/B-Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean,IN,19952,772,29,4
2026-06-26,A/B-Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H2_EN_202606221322_clean - Copy,IN,19706,654,31,4
2026-06-26,Cardia_Adr_India_Install_Bidding_230626_All_Normal_CreativeD_CAR_A6_UGC_H1_EN_202606221143_clean,IN,1354,95,1,
2026-06-26,Cardia_Adr_India_Install_Bidding_230626_All_Normal_CreativeC_CAR_A4_UGC_H1_EN_202606221659_clean,IN,13,1,0,
2026-06-26,Cardia_Adr_India_Install_Bidding_230626_All_Normal_CreativeA_CAR_A2_UGC_H1_EN_202606221042_clean,IN,128,7,0,
2026-06-26,Cardia_Adr_India_Install_Roas_230626_CAR_A6_UGC_H1_EN_202606221143_clean,IN,118448,2451,306,60
2026-06-26,Cardia_Adr_India_Install_Roas_230626_CAR_A4_UGC_H1_EN_202606221659_clean,IN,119375,2749,301,44
2026-06-26,Cardia_US_Broad_Install_Volume_260626_4566_All_CAR_A1_UGC_H1_US_clean,US,15875,20,2,1
2026-06-26,Cardia_US_Broad_Install_Volume_260626_4566_All_CAR_A2_UGC_H1_US_clean,US,4251,7,0,
2026-06-26,Cardia_US_Broad_Install_Volume_260626_4566_All_CAR_A4_UGC_H1_US_clean,US,129037,196,1,
2026-06-26,Cardia_US_Broad_Install_Volume_260626_4566_All_CAR_A4_UGC_H2_US_clean,US,22344,41,0,
2026-06-26,Cardia_US_Broad_Install_Volume_260626_1844_All_CAR_A1_UGC_H1_US_clean,US,28442,39,2,
2026-06-26,Cardia_US_Broad_Install_Volume_260626_1844_All_CAR_A4_UGC_H1_US_clean,US,128098,112,5,1
2026-06-26,Cardia_US_Broad_Install_Volume_260626_1844_All_CAR_A2_UGC_H1_US_clean,US,9070,15,2,1
2026-06-26,Cardia_US_Broad_Install_Volume_260626_1844_All_CAR_A4_UGC_H2_US_clean,US,34372,39,1,
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_W_45_CAR_A1_UGC_H1_US_clean,AR,53,1,0,
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_W_45_CAR_A1_UGC_H1_US_clean,BO,386,5,0,
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_W_45_CAR_A1_UGC_H1_US_clean,BR,544,6,0,
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_W_45_CAR_A1_UGC_H1_US_clean,CL,222,3,0,
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_W_45_CAR_A1_UGC_H1_US_clean,CO,423,3,1,
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_W_45_CAR_A1_UGC_H1_US_clean,EC,331,4,1,
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_W_45_CAR_A1_UGC_H1_US_clean,PE,178,2,0,
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_W_45_CAR_A1_UGC_H1_US_clean,VE,1671,46,2,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,AR,1582,10,1,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,BO,4930,26,2,2
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,BR,8207,71,2,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,CL,277,3,1,1
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,CO,1074,15,1,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,EC,2526,47,3,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,PY,1852,13,1,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,PE,3931,21,4,6
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,UY,1212,17,1,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,VE,52780,749,94,7
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_M_45_CAR_A4_UGC_H1_US_clean,AR,8102,64,2,
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_M_45_CAR_A4_UGC_H1_US_clean,BO,7399,82,7,2
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_M_45_CAR_A4_UGC_H1_US_clean,BR,46027,385,9,5
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_M_45_CAR_A4_UGC_H1_US_clean,CL,1671,22,0,
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_M_45_CAR_A4_UGC_H1_US_clean,CO,6976,53,5,1
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_M_45_CAR_A4_UGC_H1_US_clean,EC,8015,84,7,
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_M_45_CAR_A4_UGC_H1_US_clean,PY,1438,31,0,
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_M_45_CAR_A4_UGC_H1_US_clean,PE,7195,60,4,2
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_M_45_CAR_A4_UGC_H1_US_clean,SR,0,0,1,
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_M_45_CAR_A4_UGC_H1_US_clean,UY,4007,16,2,1
2026-06-26,Cardia_Value_US_SouthUS_260626_Install_M_45_CAR_A4_UGC_H1_US_clean,VE,79046,1518,135,8
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,AR,4774,34,3,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,BO,8667,58,12,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,BR,12493,108,2,1
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,CL,330,5,0,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,CO,4841,23,1,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,EC,8277,72,9,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,PY,3322,19,6,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,PE,8056,40,8,1
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,UY,2364,12,0,
2026-06-26,Cardia_Value_US_260626_Install_W_45_CAR_A1_UGC_H1_US_clean - Copy,VE,90988,1434,154,6
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,AF,810,85,2,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,DZ,12995,427,19,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,AO,147,4,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,AG,161,2,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,AR,291,1,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,AM,18,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,BH,7,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,BD,10698,320,22,4
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,BZ,178,4,1,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,BJ,448,5,1,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,BT,27,7,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,BO,7,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,BW,525,18,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,BR,279,7,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,BF,658,6,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,BI,1068,19,2,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,KH,371,11,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,CM,3115,20,8,2
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,CF,234,3,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,TD,572,11,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,KM,624,6,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,CR,12,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,CD,3506,40,3,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,DJ,2,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,DM,83,2,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,DO,107,5,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,EC,18,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,EG,2340,44,4,3
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,SV,262,7,1,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,GQ,4,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,ER,15,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,ET,11197,408,22,3
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,FJ,917,44,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,GF,25,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,GM,358,16,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,GH,2461,19,5,2
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,GD,26,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,GP,19,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,GT,126,3,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,GN,773,23,4,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,GW,47,3,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,GY,2288,19,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,HT,635,11,2,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,HN,365,2,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,ID,2850,46,4,2
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,IQ,3352,131,6,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,CI,1720,20,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,JM,45,2,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,JO,456,18,2,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,KE,1516,50,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,KI,108,2,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,KW,19,2,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,KG,2,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,LB,699,8,2,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,LS,450,7,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,LR,2148,40,4,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,LY,2434,116,5,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,MG,1096,41,3,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,MW,1112,55,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,MY,38,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,MV,30,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,ML,256,5,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,MH,7,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,MR,278,8,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,MU,116,3,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,YT,59,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,MX,236,6,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,MA,888,49,3,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,MZ,1147,12,2,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,MM,153,12,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,NA,156,3,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,NR,18,4,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,NP,1335,130,2,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,NI,600,8,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,NE,1003,18,5,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,NG,4098,149,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,PK,11208,662,18,4
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,PW,13,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,PS,213,9,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,PA,68,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,PG,739,31,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,PH,8002,73,16,4
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,QA,0,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,CG,981,9,3,2
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,RE,271,2,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,RW,149,15,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,LC,66,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,MF,58,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,VC,67,3,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,ST,0,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,SA,202,8,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,SN,448,18,3,3
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,SC,72,2,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,SL,692,27,4,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,SB,304,7,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,SO,2711,91,7,2
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,ZA,6978,72,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,SS,584,31,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,LK,614,30,2,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,SH,4,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,SR,1251,16,1,2
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,SZ,647,22,2,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,SY,1828,111,4,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,TJ,8,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,TZ,247,12,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,TH,123,3,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,TL,904,13,2,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,TG,197,4,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,TK,43,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,TO,21,2,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,TT,662,13,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,TN,479,25,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,TR,98,3,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,TM,132,3,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,TV,2,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,UG,106,6,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,UZ,379,11,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,VU,605,6,2,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,VE,384,41,2,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,VN,50,2,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,YE,891,17,3,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,ZM,1482,24,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_Creative01,ZW,1279,40,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,AF,501,29,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,DZ,5980,220,6,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,AO,40,5,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,AM,22,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,BD,8086,133,16,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,BJ,410,6,2,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,BT,46,2,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,BW,56,5,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,BR,149,3,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,BF,147,4,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,BI,146,14,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,KH,349,7,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,CM,1780,16,4,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,CV,2,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,CF,307,2,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,TD,8,2,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,CO,20,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,KM,5,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,CR,34,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,CD,2604,38,6,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,DJ,50,1,1,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,DO,109,3,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,EG,1364,35,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,SV,74,3,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,ER,25,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,ET,13368,220,16,1
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,FJ,91,7,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,GF,33,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,GA,18,1,0,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,GM,69,4,1,
2026-06-26,Cardia_Adr_Global_Value_Install_240626_All_CAR_A1_UGC_H1_US_clean,GE,144,3,0,
