date,campaign_name,country,spend,impressions,clicks,installs
2026-06-21,Cardia_Adr_India_Install_Cpi_21062026,IN,477969,24963,459,151
2026-06-22,Cardia_Adr_India_Install_Cpi_21062026,IN,312239,18727,270,102
2026-06-22,Cardia_Adr_India_Install_Roas_230626,IN,178223,13084,132,22
2026-06-23,Cardia_Adr_India_Install_Cpi_21062026,IN,303102,14854,273,115
2026-06-23,Cardia_Adr_India_Install_Roas_230626,IN,284858,16116,514,112
2026-06-23,Cardia_Adr_India_Install_Bidding_230626_Normal,IN,718,52,0,
2026-06-23,Cardia_Adr_US_Install_230626,US,214188,274,3,1
2026-06-23,Cardia_Adr_US_Install_Normal_230626,US,194211,235,8,3
2026-06-23,Cardia_Adr_US_Install_Adv_230626,US,207023,286,7,1
2026-06-24,Cardia_Adr_India_Install_Cpi_21062026,IN,407571,22332,417,193
2026-06-24,Cardia_Adr_India_Install_Roas_230626,IN,283325,12833,621,91
2026-06-24,Cardia_Adr_India_Install_Bidding_230626_Normal,IN,2176,152,1,
2026-06-25,Cardia_Adr_India_Install_Cpi_21062026,IN,377286,19709,367,140
2026-06-25,Cardia_Adr_India_Install_Roas_230626,IN,281806,11847,645,120
2026-06-25,Cardia_Adr_India_Install_Bidding_230626_Normal,IN,3,2,0,
2026-06-25,Cardia_US_Broad_Install_Volume_250626,US,566067,603,13,7
2026-06-26,Cardia_Adr_India_Install_Cpi_21062026,IN,383229,15654,357,139
2026-06-26,Cardia_Adr_India_Install_Roas_230626,IN,279818,6709,671,115
2026-06-26,Cardia_Adr_India_Install_Bidding_230626_Normal,IN,1495,103,1,
2026-06-26,Cardia_US_Broad_Install_Volume_250626,US,371489,469,13,3
2026-06-26,Cardia_Value_US_260626_Install,AR,14512,109,6,
2026-06-26,Cardia_Value_US_260626_Install,BO,21381,171,21,4
2026-06-26,Cardia_Value_US_260626_Install,BR,67274,570,13,6
2026-06-26,Cardia_Value_US_260626_Install,CL,2500,33,1,1
2026-06-26,Cardia_Value_US_260626_Install,CO,13315,94,8,1
2026-06-26,Cardia_Value_US_260626_Install,EC,19150,207,20,
2026-06-26,Cardia_Value_US_260626_Install,PY,6612,63,7,
2026-06-26,Cardia_Value_US_260626_Install,PE,19360,123,16,9
2026-06-26,Cardia_Value_US_260626_Install,SR,0,0,1,
2026-06-26,Cardia_Value_US_260626_Install,UY,7583,45,3,1
2026-06-26,Cardia_Value_US_260626_Install,VE,224480,3747,385,21
2026-06-26,Cardia_Global_Value_Install_260626_All,AF,2457,247,9,1
2026-06-26,Cardia_Global_Value_Install_260626_All,DZ,38775,1397,49,4
2026-06-26,Cardia_Global_Value_Install_260626_All,AO,1134,28,2,
2026-06-26,Cardia_Global_Value_Install_260626_All,AG,629,7,1,1
2026-06-26,Cardia_Global_Value_Install_260626_All,AR,291,1,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,AM,131,3,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,AW,65,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,AZ,0,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,BH,19,2,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,BD,36704,1136,65,9
2026-06-26,Cardia_Global_Value_Install_260626_All,BB,378,7,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,BZ,906,21,1,1
2026-06-26,Cardia_Global_Value_Install_260626_All,BJ,1833,25,5,2
2026-06-26,Cardia_Global_Value_Install_260626_All,BT,482,55,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,BO,70,3,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,BW,1602,64,2,
2026-06-26,Cardia_Global_Value_Install_260626_All,BR,716,14,1,1
2026-06-26,Cardia_Global_Value_Install_260626_All,BN,86,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,BF,830,17,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,BI,1823,53,6,1
2026-06-26,Cardia_Global_Value_Install_260626_All,KH,1579,45,4,1
2026-06-26,Cardia_Global_Value_Install_260626_All,CM,8405,109,16,4
2026-06-26,Cardia_Global_Value_Install_260626_All,CV,215,6,1,1
2026-06-26,Cardia_Global_Value_Install_260626_All,CF,971,13,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,TD,1301,33,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,CL,67,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,CN,27,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,CO,20,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,KM,977,17,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,CK,78,3,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,CR,46,2,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,CY,50,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,CD,8821,125,13,1
2026-06-26,Cardia_Global_Value_Install_260626_All,DJ,100,5,1,1
2026-06-26,Cardia_Global_Value_Install_260626_All,DM,130,3,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,DO,216,8,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,EC,62,4,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,EG,10310,205,8,3
2026-06-26,Cardia_Global_Value_Install_260626_All,SV,708,16,1,1
2026-06-26,Cardia_Global_Value_Install_260626_All,GQ,41,3,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,ER,290,9,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,ET,45791,1520,71,12
2026-06-26,Cardia_Global_Value_Install_260626_All,FM,217,6,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,FJ,7735,351,7,2
2026-06-26,Cardia_Global_Value_Install_260626_All,GF,110,4,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,PF,9,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,GA,42,4,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,GM,1212,44,3,1
2026-06-26,Cardia_Global_Value_Install_260626_All,GE,231,5,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,GH,6233,92,9,3
2026-06-26,Cardia_Global_Value_Install_260626_All,GD,99,5,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,GP,181,4,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,GT,148,4,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,GN,1797,61,9,
2026-06-26,Cardia_Global_Value_Install_260626_All,GW,103,12,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,GY,5507,96,2,1
2026-06-26,Cardia_Global_Value_Install_260626_All,HT,2085,43,7,1
2026-06-26,Cardia_Global_Value_Install_260626_All,HN,457,5,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,ID,8049,143,10,4
2026-06-26,Cardia_Global_Value_Install_260626_All,IQ,9683,350,10,
2026-06-26,Cardia_Global_Value_Install_260626_All,IL,71,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,CI,4804,58,4,
2026-06-26,Cardia_Global_Value_Install_260626_All,JM,1410,25,2,2
2026-06-26,Cardia_Global_Value_Install_260626_All,JO,2423,60,2,1
2026-06-26,Cardia_Global_Value_Install_260626_All,KE,7926,176,8,6
2026-06-26,Cardia_Global_Value_Install_260626_All,KI,307,13,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,KW,339,8,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,KG,59,2,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,LA,383,4,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,LB,2089,40,2,1
2026-06-26,Cardia_Global_Value_Install_260626_All,LS,815,22,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,LR,6389,219,13,3
2026-06-26,Cardia_Global_Value_Install_260626_All,LY,8623,329,13,
2026-06-26,Cardia_Global_Value_Install_260626_All,MG,4742,119,10,
2026-06-26,Cardia_Global_Value_Install_260626_All,MW,6485,262,5,
2026-06-26,Cardia_Global_Value_Install_260626_All,MY,1927,21,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,MV,213,9,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,ML,542,14,2,
2026-06-26,Cardia_Global_Value_Install_260626_All,MH,90,3,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,MQ,90,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,MR,564,22,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,MU,1462,31,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,YT,59,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,MX,670,15,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,MN,833,11,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,MA,3729,166,8,
2026-06-26,Cardia_Global_Value_Install_260626_All,MZ,1676,38,3,
2026-06-26,Cardia_Global_Value_Install_260626_All,MM,1917,67,2,1
2026-06-26,Cardia_Global_Value_Install_260626_All,NA,796,14,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,NR,118,9,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,NP,11205,828,20,1
2026-06-26,Cardia_Global_Value_Install_260626_All,NI,1849,33,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,NE,1762,38,7,1
2026-06-26,Cardia_Global_Value_Install_260626_All,NG,25881,595,14,3
2026-06-26,Cardia_Global_Value_Install_260626_All,NU,10,2,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,OM,125,6,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,PK,97402,4722,147,47
2026-06-26,Cardia_Global_Value_Install_260626_All,PW,24,2,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,PS,1038,31,1,1
2026-06-26,Cardia_Global_Value_Install_260626_All,PA,98,2,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,PG,3428,139,3,1
2026-06-26,Cardia_Global_Value_Install_260626_All,PH,17773,206,28,9
2026-06-26,Cardia_Global_Value_Install_260626_All,PR,47,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,QA,127,3,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,CG,2746,32,7,2
2026-06-26,Cardia_Global_Value_Install_260626_All,RE,542,9,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,RW,667,36,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,LC,146,3,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,MF,58,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,VC,410,11,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,WS,188,7,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,ST,288,3,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,SA,905,31,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,SN,1374,40,4,3
2026-06-26,Cardia_Global_Value_Install_260626_All,SC,172,6,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,SL,3942,141,5,1
2026-06-26,Cardia_Global_Value_Install_260626_All,SB,1161,38,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,SO,9477,365,16,4
2026-06-26,Cardia_Global_Value_Install_260626_All,ZA,30926,336,10,3
2026-06-26,Cardia_Global_Value_Install_260626_All,SS,3451,116,4,2
2026-06-26,Cardia_Global_Value_Install_260626_All,LK,6507,212,11,1
2026-06-26,Cardia_Global_Value_Install_260626_All,SH,19,4,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,SR,3555,84,2,4
2026-06-26,Cardia_Global_Value_Install_260626_All,SZ,1871,64,3,
2026-06-26,Cardia_Global_Value_Install_260626_All,SY,5313,355,9,2
2026-06-26,Cardia_Global_Value_Install_260626_All,TJ,157,9,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,TZ,1633,39,2,
2026-06-26,Cardia_Global_Value_Install_260626_All,TH,994,14,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,TL,1418,34,3,2
2026-06-26,Cardia_Global_Value_Install_260626_All,TG,334,9,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,TK,43,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,TO,439,12,2,
2026-06-26,Cardia_Global_Value_Install_260626_All,TT,2563,57,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,TN,2016,85,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,TR,582,10,2,
2026-06-26,Cardia_Global_Value_Install_260626_All,TM,186,5,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,TC,46,1,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,TV,352,3,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,UG,1232,27,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,AE,326,5,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,UZ,410,13,1,
2026-06-26,Cardia_Global_Value_Install_260626_All,VU,1391,31,2,1
2026-06-26,Cardia_Global_Value_Install_260626_All,VE,1892,84,3,
2026-06-26,Cardia_Global_Value_Install_260626_All,VN,91,5,0,
2026-06-26,Cardia_Global_Value_Install_260626_All,YE,1867,58,4,
2026-06-26,Cardia_Global_Value_Install_260626_All,ZM,6202,172,3,1
2026-06-26,Cardia_Global_Value_Install_260626_All,ZW,6507,169,8,
2026-06-27,Cardia_Adr_India_Install_Cpi_21062026,IN,405445,20912,602,165
2026-06-27,Cardia_Adr_India_Install_Roas_230626,IN,266370,12898,688,101
2026-06-27,Cardia_Adr_India_Install_Bidding_230626_Normal,IN,2015,103,4,
2026-06-27,Cardia_US_Broad_Install_Volume_250626,US,367519,487,15,6
2026-06-27,Cardia_Value_US_260626_Install,AR,17657,148,17,1
2026-06-27,Cardia_Value_US_260626_Install,BO,16624,288,17,6
2026-06-27,Cardia_Value_US_260626_Install,BR,41891,388,10,3
2026-06-27,Cardia_Value_US_260626_Install,CL,7742,42,5,1
2026-06-27,Cardia_Value_US_260626_Install,CO,13855,112,11,1
2026-06-27,Cardia_Value_US_260626_Install,EC,31522,294,33,2
2026-06-27,Cardia_Value_US_260626_Install,PY,7223,125,9,
2026-06-27,Cardia_Value_US_260626_Install,PE,13419,160,11,4
2026-06-27,Cardia_Value_US_260626_Install,UY,5519,106,7,
2026-06-27,Cardia_Value_US_260626_Install,VE,235308,5756,518,28
2026-06-27,Cardia_Global_Value_Install_260626_All,AF,7095,943,10,3
2026-06-27,Cardia_Global_Value_Install_260626_All,DZ,38857,1627,83,19
2026-06-27,Cardia_Global_Value_Install_260626_All,AS,56,4,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,AO,2207,77,7,2
2026-06-27,Cardia_Global_Value_Install_260626_All,AI,9,1,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,AG,182,5,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,AR,176,2,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,AM,88,1,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,AW,289,2,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,AZ,133,2,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,BH,491,14,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,BD,41739,2250,77,19
2026-06-27,Cardia_Global_Value_Install_260626_All,BB,483,12,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,BZ,424,15,2,1
2026-06-27,Cardia_Global_Value_Install_260626_All,BJ,1620,55,6,
2026-06-27,Cardia_Global_Value_Install_260626_All,BT,1651,158,3,3
2026-06-27,Cardia_Global_Value_Install_260626_All,BW,1849,113,1,
2026-06-27,Cardia_Global_Value_Install_260626_All,BR,23,2,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,BN,75,2,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,BF,1543,96,2,1
2026-06-27,Cardia_Global_Value_Install_260626_All,BI,2186,131,7,1
2026-06-27,Cardia_Global_Value_Install_260626_All,KH,1902,49,2,1
2026-06-27,Cardia_Global_Value_Install_260626_All,CM,10459,163,25,5
2026-06-27,Cardia_Global_Value_Install_260626_All,CV,269,18,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,CF,762,18,4,1
2026-06-27,Cardia_Global_Value_Install_260626_All,TD,951,54,3,1
2026-06-27,Cardia_Global_Value_Install_260626_All,CL,12,1,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,CN,9,1,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,CO,46,1,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,KM,192,18,1,1
2026-06-27,Cardia_Global_Value_Install_260626_All,CK,55,5,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,CW,66,1,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,CY,393,2,1,1
2026-06-27,Cardia_Global_Value_Install_260626_All,CD,13262,276,30,10
2026-06-27,Cardia_Global_Value_Install_260626_All,DJ,67,5,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,DM,110,2,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,DO,221,9,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,EC,301,5,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,EG,5642,221,2,2
2026-06-27,Cardia_Global_Value_Install_260626_All,SV,71,5,1,
2026-06-27,Cardia_Global_Value_Install_260626_All,GQ,73,9,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,ER,218,12,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,ET,44667,1754,93,18
2026-06-27,Cardia_Global_Value_Install_260626_All,FM,115,9,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,FJ,5922,365,4,1
2026-06-27,Cardia_Global_Value_Install_260626_All,GF,151,2,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,GA,102,7,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,GM,922,63,2,2
2026-06-27,Cardia_Global_Value_Install_260626_All,GE,225,5,1,1
2026-06-27,Cardia_Global_Value_Install_260626_All,GH,8321,124,13,3
2026-06-27,Cardia_Global_Value_Install_260626_All,GD,7,1,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,GP,85,2,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,GT,269,7,3,
2026-06-27,Cardia_Global_Value_Install_260626_All,GN,1621,294,1,1
2026-06-27,Cardia_Global_Value_Install_260626_All,GW,102,19,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,GY,3147,65,3,1
2026-06-27,Cardia_Global_Value_Install_260626_All,HT,2228,70,4,1
2026-06-27,Cardia_Global_Value_Install_260626_All,HN,68,2,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,ID,8178,161,13,4
2026-06-27,Cardia_Global_Value_Install_260626_All,IQ,8406,330,21,7
2026-06-27,Cardia_Global_Value_Install_260626_All,IL,205,1,1,1
2026-06-27,Cardia_Global_Value_Install_260626_All,CI,4153,100,10,3
2026-06-27,Cardia_Global_Value_Install_260626_All,JM,562,11,1,
2026-06-27,Cardia_Global_Value_Install_260626_All,JO,1645,46,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,KZ,90,2,1,
2026-06-27,Cardia_Global_Value_Install_260626_All,KE,5861,200,7,1
2026-06-27,Cardia_Global_Value_Install_260626_All,KI,450,14,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,KW,359,13,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,KG,83,3,1,
2026-06-27,Cardia_Global_Value_Install_260626_All,LA,1891,39,1,
2026-06-27,Cardia_Global_Value_Install_260626_All,LB,2404,56,3,1
2026-06-27,Cardia_Global_Value_Install_260626_All,LS,1645,48,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,LR,7013,372,10,3
2026-06-27,Cardia_Global_Value_Install_260626_All,LY,13990,449,28,3
2026-06-27,Cardia_Global_Value_Install_260626_All,MG,5294,230,9,1
2026-06-27,Cardia_Global_Value_Install_260626_All,MW,7645,454,5,2
2026-06-27,Cardia_Global_Value_Install_260626_All,MY,1664,22,1,
2026-06-27,Cardia_Global_Value_Install_260626_All,MV,331,22,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,ML,564,45,2,
2026-06-27,Cardia_Global_Value_Install_260626_All,MH,7,2,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,MQ,88,2,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,MR,3078,64,11,2
2026-06-27,Cardia_Global_Value_Install_260626_All,MU,2856,45,2,1
2026-06-27,Cardia_Global_Value_Install_260626_All,YT,63,3,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,MX,864,8,1,1
2026-06-27,Cardia_Global_Value_Install_260626_All,MN,199,5,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,MA,4729,259,10,3
2026-06-27,Cardia_Global_Value_Install_260626_All,MZ,3086,104,4,1
2026-06-27,Cardia_Global_Value_Install_260626_All,MM,3885,301,2,
2026-06-27,Cardia_Global_Value_Install_260626_All,NA,1629,43,3,2
2026-06-27,Cardia_Global_Value_Install_260626_All,NR,59,6,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,NP,20009,1780,56,20
2026-06-27,Cardia_Global_Value_Install_260626_All,NI,591,16,1,2
2026-06-27,Cardia_Global_Value_Install_260626_All,NE,1968,55,2,
2026-06-27,Cardia_Global_Value_Install_260626_All,NG,17181,589,19,5
2026-06-27,Cardia_Global_Value_Install_260626_All,OM,365,11,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,PK,126073,8488,175,67
2026-06-27,Cardia_Global_Value_Install_260626_All,PW,16,2,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,PS,596,14,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,PA,202,4,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,PG,4882,263,5,5
2026-06-27,Cardia_Global_Value_Install_260626_All,PY,31,1,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,PE,41,2,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,PH,19499,261,31,10
2026-06-27,Cardia_Global_Value_Install_260626_All,QA,365,12,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,CG,2497,33,8,
2026-06-27,Cardia_Global_Value_Install_260626_All,RE,142,3,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,RW,1128,46,3,
2026-06-27,Cardia_Global_Value_Install_260626_All,KN,11,1,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,LC,84,5,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,MF,50,1,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,VC,175,6,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,WS,113,13,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,ST,45,8,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,SA,1733,39,1,2
2026-06-27,Cardia_Global_Value_Install_260626_All,SN,1566,71,2,
2026-06-27,Cardia_Global_Value_Install_260626_All,SC,459,11,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,SL,4242,215,10,2
2026-06-27,Cardia_Global_Value_Install_260626_All,SB,1181,48,1,
2026-06-27,Cardia_Global_Value_Install_260626_All,SO,10132,375,30,5
2026-06-27,Cardia_Global_Value_Install_260626_All,ZA,26637,275,16,13
2026-06-27,Cardia_Global_Value_Install_260626_All,SS,2212,155,5,3
2026-06-27,Cardia_Global_Value_Install_260626_All,LK,7529,288,5,3
2026-06-27,Cardia_Global_Value_Install_260626_All,SH,1,1,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,SR,1840,77,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,SZ,5214,113,5,
2026-06-27,Cardia_Global_Value_Install_260626_All,SY,8030,933,18,2
2026-06-27,Cardia_Global_Value_Install_260626_All,TJ,422,11,1,
2026-06-27,Cardia_Global_Value_Install_260626_All,TZ,979,47,3,2
2026-06-27,Cardia_Global_Value_Install_260626_All,TH,400,12,1,2
2026-06-27,Cardia_Global_Value_Install_260626_All,TL,1694,65,5,1
2026-06-27,Cardia_Global_Value_Install_260626_All,TG,531,22,3,2
2026-06-27,Cardia_Global_Value_Install_260626_All,TO,142,12,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,TT,1996,47,1,
2026-06-27,Cardia_Global_Value_Install_260626_All,TN,1555,82,5,3
2026-06-27,Cardia_Global_Value_Install_260626_All,TR,733,18,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,TM,34,4,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,TV,38,8,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,UG,1171,42,1,
2026-06-27,Cardia_Global_Value_Install_260626_All,AE,811,12,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,UZ,366,12,1,1
2026-06-27,Cardia_Global_Value_Install_260626_All,VU,532,37,1,
2026-06-27,Cardia_Global_Value_Install_260626_All,VE,814,105,3,2
2026-06-27,Cardia_Global_Value_Install_260626_All,VN,148,17,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,YE,1458,246,0,
2026-06-27,Cardia_Global_Value_Install_260626_All,ZM,5251,187,4,2
2026-06-27,Cardia_Global_Value_Install_260626_All,ZW,6056,180,12,5
2026-06-27,Cardia_Global_Value_Install_260626_All,unknown,0,0,0,1
2026-06-28,Cardia_Adr_India_Install_Cpi_21062026,IN,342143,18533,575,98
2026-06-28,Cardia_Adr_India_Install_Roas_230626,IN,207133,14874,657,57
2026-06-28,Cardia_Adr_India_Install_Bidding_230626_Normal,IN,1588,93,3,1
2026-06-28,Cardia_US_Broad_Install_Volume_250626,US,14241,24,0,
2026-06-28,Cardia_Value_US_260626_Install,AR,6029,51,1,
2026-06-28,Cardia_Value_US_260626_Install,BO,19170,194,23,2
2026-06-28,Cardia_Value_US_260626_Install,BR,13773,150,7,
2026-06-28,Cardia_Value_US_260626_Install,CL,1984,13,1,
2026-06-28,Cardia_Value_US_260626_Install,CO,5635,52,3,
2026-06-28,Cardia_Value_US_260626_Install,EC,10088,124,7,1
2026-06-28,Cardia_Value_US_260626_Install,PY,3683,65,5,
2026-06-28,Cardia_Value_US_260626_Install,PE,6826,85,3,
2026-06-28,Cardia_Value_US_260626_Install,UY,2020,26,1,
2026-06-28,Cardia_Value_US_260626_Install,VE,214675,3588,360,23
2026-06-28,Cardia_Global_Value_Roas_260626_All,AF,3544,140,4,
2026-06-28,Cardia_Global_Value_Roas_260626_All,DZ,2690,166,6,1
2026-06-28,Cardia_Global_Value_Roas_260626_All,AS,73,5,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,AO,297,13,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,AG,19,3,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,AR,18311,185,11,
2026-06-28,Cardia_Global_Value_Roas_260626_All,AM,2734,28,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,AW,38,2,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,AZ,140,11,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,BH,288,41,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,BD,18631,1331,44,
2026-06-28,Cardia_Global_Value_Roas_260626_All,BB,443,5,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,BZ,63,19,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,BJ,0,4,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,BM,42,3,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,BT,68,16,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,BO,384,21,2,
2026-06-28,Cardia_Global_Value_Roas_260626_All,BW,563,91,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,BR,21933,174,8,2
2026-06-28,Cardia_Global_Value_Roas_260626_All,BN,17,9,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,BF,1,6,0,
2026-06-28,Cardia_Global_Value_Roas_260626_All,BI,37,18,1,
