date,campaign_name,country,spend,impressions,clicks,installs
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,BS,208,5,0,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TL,124,3,0,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TG,44,3,0,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TO,165,8,1,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TT,8288,175,5,2
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TN,394,8,1,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TR,2507,12,0,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TC,60,4,0,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,TV,118,5,0,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,UG,480,25,1,1
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,AE,16778,310,5,4
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,VI,873,13,0,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,UZ,46,2,0,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,VU,418,6,1,1
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,VE,1530,15,0,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,VN,337,9,0,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,YE,351,6,1,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,ZM,6586,156,4,
2026-07-01,Cardia_Global-ExcludeUS_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,ZW,3034,27,1,
2026-07-01,Cardia_India_Auto_Roas_010726_Creative_CAR_A6_UGC_H2_EN,IN,536690,13945,555,189
2026-07-01,Cardia_Global_Auto_Roas_010726_All,AF,1012,53,2,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,DZ,10024,401,13,3
2026-07-01,Cardia_Global_Auto_Roas_010726_All,AO,987,17,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,AG,174,4,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,AR,2542,32,2,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,AM,1062,7,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,AW,22,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,AZ,77,2,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,BH,787,26,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,BD,36870,551,24,7
2026-07-01,Cardia_Global_Auto_Roas_010726_All,BB,111,4,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,BZ,56,3,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,BJ,14,3,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,BT,83,14,1,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,BO,178,5,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,BW,1997,55,2,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,BR,39444,71,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,BN,59,8,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,BF,256,18,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,BI,61,15,2,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,KH,20258,67,4,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,CM,2433,42,4,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,CV,413,4,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,CF,4,2,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,TD,119,11,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,CL,2947,22,2,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,CN,6,2,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,CO,1607,23,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,KM,4,3,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,CR,4177,8,2,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,CW,352,1,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,CY,531,3,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,CD,1677,25,4,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,DJ,22,2,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,DM,23,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,DO,6001,25,2,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,EC,36,5,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,EG,2275,51,3,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,SV,5322,20,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,ER,37,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,ET,7353,315,7,2
2026-07-01,Cardia_Global_Auto_Roas_010726_All,FM,0,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,FJ,274,27,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,PF,38,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,GA,32,4,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,GM,159,10,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,GE,5436,8,1,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,GH,4873,63,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,GD,5,2,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,GP,71,2,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,GU,217,7,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,GT,3086,18,3,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,GN,1914,23,4,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,GW,38,2,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,GY,6001,20,2,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,HT,508,10,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,HN,1452,10,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,HK,515,5,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,ID,29434,304,18,7
2026-07-01,Cardia_Global_Auto_Roas_010726_All,IQ,1152,86,2,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,IL,5217,9,2,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,CI,888,25,6,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,JM,1334,12,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,JO,768,14,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,KZ,0,6,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,KE,8195,150,9,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,KW,1088,48,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,KG,25,6,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,LA,3464,21,3,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,LB,706,12,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,LS,600,11,2,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,LR,360,14,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,LY,2309,58,4,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,MO,0,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,MG,108,20,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,MW,317,33,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,MY,39049,155,12,3
2026-07-01,Cardia_Global_Auto_Roas_010726_All,MV,383,14,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,ML,244,25,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,MR,18,2,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,MU,1682,19,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,MX,6011,56,5,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,MN,147,8,3,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,MA,781,49,3,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,MZ,406,8,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,MM,2232,22,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,NA,211,12,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,NR,19,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,NP,9975,262,10,2
2026-07-01,Cardia_Global_Auto_Roas_010726_All,NC,489,2,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,NI,1900,12,1,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,NE,1046,10,1,2
2026-07-01,Cardia_Global_Auto_Roas_010726_All,NG,36213,860,26,5
2026-07-01,Cardia_Global_Auto_Roas_010726_All,MP,9,2,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,OM,575,28,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,PK,4208,359,7,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,PS,829,4,2,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,PA,7,2,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,PG,2199,29,1,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,PY,452,9,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,PE,3546,17,2,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,PH,99994,452,75,25
2026-07-01,Cardia_Global_Auto_Roas_010726_All,PR,15098,25,3,3
2026-07-01,Cardia_Global_Auto_Roas_010726_All,QA,257,17,1,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,CG,16,2,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,RE,39,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,RW,10,4,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,LC,148,4,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,VC,22,3,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,WS,41,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,ST,4,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,SA,6658,148,2,4
2026-07-01,Cardia_Global_Auto_Roas_010726_All,SN,1561,6,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,SC,34,3,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,SL,207,7,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,SX,35,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,SB,92,4,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,SO,929,78,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,ZA,14768,208,8,4
2026-07-01,Cardia_Global_Auto_Roas_010726_All,KR,39,3,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,SS,86,8,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,LK,3567,85,4,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,SR,388,12,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,SZ,128,6,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,SY,1141,81,2,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,TJ,26,4,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,TZ,237,6,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,TH,1563,70,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,BS,112,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,TL,47,12,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,TO,3,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,TT,1282,23,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,TN,413,41,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,TR,1546,35,1,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,TM,10,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,UG,194,8,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,AE,1773,65,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,VI,79,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,US,57119,78,7,3
2026-07-01,Cardia_Global_Auto_Roas_010726_All,UY,696,6,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,UZ,55,10,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,VU,1,1,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,VE,868,35,1,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,VN,6638,82,2,1
2026-07-01,Cardia_Global_Auto_Roas_010726_All,YE,16,8,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,ZM,714,44,0,
2026-07-01,Cardia_Global_Auto_Roas_010726_All,ZW,2767,20,3,
2026-07-01,Cardia_India_Auto_Roas_010726_Creative_ Man_celebrating_World_Cup_goal_202606232334_clean,IN,534030,8347,506,127
2026-07-01,Cardia_South-Africa+Nigeria_Auto_Roas_010726_Dup,NG,109392,453,71,8
2026-07-01,Cardia_South-Africa+Nigeria_Auto_Roas_010726_Dup,ZA,14874,124,8,2
2026-07-02,Cardia_Roas_India_280626_Mass,IN,267560,2093,308,110
2026-07-02,Cardia_Global_Auto_Roas_280626_All,AF,374,20,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,DZ,7529,134,7,2
2026-07-02,Cardia_Global_Auto_Roas_280626_All,AS,30,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,AO,705,7,2,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,AR,8,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,AM,92,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,AZ,4,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,BH,129,13,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,BD,11808,140,9,2
2026-07-02,Cardia_Global_Auto_Roas_280626_All,BB,40,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,BJ,388,2,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,BT,16,5,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,BW,994,15,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,BR,47,3,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,BF,381,7,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,BI,484,5,2,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,KH,301,7,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,CM,7022,13,3,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,TD,171,3,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,CL,33,2,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,CN,44,3,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,CO,1893,5,2,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,CR,2447,1,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,CY,96,2,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,CD,330,8,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,DJ,5,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,DO,17,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,EC,2371,4,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,EG,975,11,2,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,SV,231,3,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,GQ,5,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,ET,15389,146,16,3
2026-07-02,Cardia_Global_Auto_Roas_280626_All,FK,419,1,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,FM,3,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,FJ,1023,6,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,GM,11,2,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,GE,2669,4,1,1
2026-07-02,Cardia_Global_Auto_Roas_280626_All,GH,1793,24,5,1
2026-07-02,Cardia_Global_Auto_Roas_280626_All,GP,51,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,GU,366,2,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,GT,57,3,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,GN,4,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,GW,529,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,GY,74,4,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,HN,1173,2,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,HK,533,2,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,ID,15781,83,13,2
2026-07-02,Cardia_Global_Auto_Roas_280626_All,IQ,2389,11,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,IL,8129,6,4,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,CI,2240,9,6,1
2026-07-02,Cardia_Global_Auto_Roas_280626_All,JM,633,2,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,JO,15,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,KZ,1226,1,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,KE,9880,68,11,5
2026-07-02,Cardia_Global_Auto_Roas_280626_All,KI,9,2,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,KW,2081,31,2,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,KG,11,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,LA,3157,5,2,1
2026-07-02,Cardia_Global_Auto_Roas_280626_All,LB,392,5,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,LS,18,4,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,LR,3703,6,2,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,LY,2013,20,4,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,MG,960,14,4,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,MW,226,7,1,1
2026-07-02,Cardia_Global_Auto_Roas_280626_All,MY,3277,42,3,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,MV,158,12,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,ML,1765,8,3,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,MH,4,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,MR,142,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,MU,97,4,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,MX,1176,7,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,MN,342,4,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,MA,481,10,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,MZ,8,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,MM,166,16,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,NA,1517,4,2,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,NP,3160,95,7,2
2026-07-02,Cardia_Global_Auto_Roas_280626_All,NI,2787,3,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,NE,304,2,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,NG,48349,349,40,4
2026-07-02,Cardia_Global_Auto_Roas_280626_All,OM,105,13,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,PK,1693,136,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,PS,6,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,PA,355,2,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,PG,4404,8,2,1
2026-07-02,Cardia_Global_Auto_Roas_280626_All,PE,3992,3,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,PH,28439,124,17,5
2026-07-02,Cardia_Global_Auto_Roas_280626_All,PR,5297,15,2,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,QA,77,5,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,CG,16,2,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,KN,240,1,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,SA,1291,52,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,SC,7,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,SL,18,1,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,SO,1055,40,2,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,ZA,3842,36,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,KR,69,2,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,SS,10,5,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,LK,1302,38,3,2
2026-07-02,Cardia_Global_Auto_Roas_280626_All,SR,1518,3,2,1
2026-07-02,Cardia_Global_Auto_Roas_280626_All,SZ,341,6,2,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,SY,105,14,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,TZ,172,3,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,TH,922,13,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,TL,28,4,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,TO,316,2,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,TT,40,2,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,TN,43,4,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,TR,1691,12,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,UG,31,5,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,AE,988,31,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,US,15660,15,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,VE,541,12,1,1
2026-07-02,Cardia_Global_Auto_Roas_280626_All,VN,1141,10,1,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,YE,12,3,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,ZM,1167,14,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_All,ZW,31,4,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_Diabetes,ML,0,0,0,
2026-07-02,Cardia_Global_Auto_Roas_280626_Diabetes,NG,0,0,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,AF,52,5,1,1
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,DZ,2863,39,5,1
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,AS,320,4,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,AO,89,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,AG,31,2,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,AR,154,2,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,AM,55,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,AW,52,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,AZ,211,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,BH,1023,34,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,BD,4289,71,4,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,BB,1220,12,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,BZ,23,2,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,BJ,29,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,BM,1216,2,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,BT,138,26,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,BO,898,4,3,1
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,BW,3463,58,2,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,BN,21,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,BF,137,2,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,BI,644,2,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,KH,279,2,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,CM,1550,14,2,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,TD,421,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,CO,262,2,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,CK,36,3,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,CR,5372,2,1,1
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,CW,300,2,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,CY,62,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,CD,3780,14,2,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,DJ,7,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,DO,14,2,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,EC,41,2,1,1
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,EG,903,6,1,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,ER,58,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,ET,5718,120,4,2
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,FM,8,4,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,FJ,2874,134,1,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,GM,11,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,GH,1552,40,1,1
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,GD,24,2,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,GP,40,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,GU,779,8,1,1
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,GT,17,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,GN,23,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,GW,4,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,GY,2043,30,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,HT,215,3,1,1
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,HN,30,1,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,HK,690,11,0,
2026-07-02,Cardia_Global_Auto_Roas_290626_All_Creative,ID,1698,25,2,
